"Table 8: Stores Ranked by Total Dollar Sales, RY 2013-14",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,City+Address_edit,AvgValueOfTransaction,DollarSales,TransactionCount,Store Number,LicenseeOrFulfillmentCenter,,,store_text,text2,Store Number,LicenseeOrFulfillmentCenter,test,test,test,text,text2,AvgVal_text,AvgValueOfTransaction,DollarSales,TransactionCount,,City+Address,City+Address_edit,
507,Ebensburg 607 W High St ,$30.28,"$1,221,768.20",40349.01585,1110 ,0,,"1110 Ebensburg 607 W High St 40,355 $30.28 $1,221,768.20",1110 ,"1110 Ebensburg 607 W High St 40,355 $30.28 $1,221,768.20",1110 ,0,,,,"$30.28 $1,221,768.20","$1,221,768.20",$30.28,$30.28,"$1,221,768.20",40349.01585,,Ebensburg 607 W High St ,Ebensburg 607 W High St ,
508,Doylestown 19 W Court St ,$42.50,"$1,221,157.04",28733.10682,902 ,0,,"902 Doylestown 19 W Court St 28,736 $42.50 $1,221,157.04",902 ,"902 Doylestown 19 W Court St 28,736 $42.50 $1,221,157.04",902 ,0,,,,"$42.50 $1,221,157.04","$1,221,157.04",$42.50,$42.50,"$1,221,157.04",28733.10682,,Doylestown 19 W Court St ,Doylestown 19 W Court St ,
509,Jersey Shore 354 Allegheny St ,$27.77,"$1,220,809.10",43961.4368,4103 ,0,,"4103 Jersey Shore 354 Allegheny St 43,954 $27.77 $1,220,809.10",4103 ,"4103 Jersey Shore 354 Allegheny St 43,954 $27.77 $1,220,809.10",4103 ,0,,,,"$27.77 $1,220,809.10","$1,220,809.10",$27.77,$27.77,"$1,220,809.10",43961.4368,,Jersey Shore 354 Allegheny St ,Jersey Shore 354 Allegheny St ,
510,Harrisburg 333 Market St ,$24.22,"$1,213,855.22",50117.88687,2219 ,0,,"2219 Harrisburg 333 Market St 50,111 $24.22 $1,213,855.22",2219 ,"2219 Harrisburg 333 Market St 50,111 $24.22 $1,213,855.22",2219 ,0,,,,"$24.22 $1,213,855.22","$1,213,855.22",$24.22,$24.22,"$1,213,855.22",50117.88687,,Harrisburg 333 Market St ,Harrisburg 333 Market St ,
511,Philadelphia 4177 Ridge Ave ,$23.76,"$1,212,589.70",51034.92003,5171 ,0,,"5171 Philadelphia 4177 Ridge Ave 51,028 $23.76 $1,212,589.70",5171 ,"5171 Philadelphia 4177 Ridge Ave 51,028 $23.76 $1,212,589.70",5171 ,0,,,,"$23.76 $1,212,589.70","$1,212,589.70",$23.76,$23.76,"$1,212,589.70",51034.92003,,Philadelphia 4177 Ridge Ave ,Philadelphia 4177 Ridge Ave ,
512,Bellefonte 114 N Spring St ,$28.12,"$1,211,127.49",43069.96764,1401 ,0,,"1401 Bellefonte 114 N Spring St 43,076 $28.12 $1,211,127.49",1401 ,"1401 Bellefonte 114 N Spring St 43,076 $28.12 $1,211,127.49",1401 ,0,,,,"$28.12 $1,211,127.49","$1,211,127.49",$28.12,$28.12,"$1,211,127.49",43069.96764,,Bellefonte 114 N Spring St ,Bellefonte 114 N Spring St ,
513,Newtown Sq Newtown Sq Shopping Ctr 3590 West Chester Pike ,$24.51,"$1,195,547.50",48777.94778,2316 ,0,,"2316 Newtown Sq Newtown Sq Shopping Ctr 3590 West Chester Pike 48,776 $24.51 $1,195,547.50",2316 ,"2316 Newtown Sq Newtown Sq Shopping Ctr 3590 West Chester Pike 48,776 $24.51 $1,195,547.50",2316 ,0,,,,"$24.51 $1,195,547.50","$1,195,547.50",$24.51,$24.51,"$1,195,547.50",48777.94778,,Newtown Sq Newtown Sq Shopping Ctr 3590 West Chester Pike ,Newtown Sq Newtown Sq Shopping Ctr 3590 West Chester Pike ,
514,Blairsville 215 E Market St ,$29.61,"$1,187,468.13",40103.61803,3201 ,0,,"3201 Blairsville 215 E Market St 40,101 $29.61 $1,187,468.13",3201 ,"3201 Blairsville 215 E Market St 40,101 $29.61 $1,187,468.13",3201 ,0,,,,"$29.61 $1,187,468.13","$1,187,468.13",$29.61,$29.61,"$1,187,468.13",40103.61803,,Blairsville 215 E Market St ,Blairsville 215 E Market St ,
515,Mercer 535 Greenville Rd ,$29.22,"$1,182,575.14",40471.42847,4304 ,0,,"4304 Mercer 535 Greenville Rd 40,478 $29.22 $1,182,575.14",4304 ,"4304 Mercer 535 Greenville Rd 40,478 $29.22 $1,182,575.14",4304 ,0,,,,"$29.22 $1,182,575.14","$1,182,575.14",$29.22,$29.22,"$1,182,575.14",40471.42847,,Mercer 535 Greenville Rd ,Mercer 535 Greenville Rd ,
516,Ebensburg College Plz 881 Hills Plz ,$29.58,"$1,181,851.06",39954.39689,1106 ,0,,"1106 Ebensburg College Plz 881 Hills Plz Dr, Ste 10 39,950 $29.58 $1,181,851.06",1106 ,"1106 Ebensburg College Plz 881 Hills Plz Dr, Ste 10 39,950 $29.58 $1,181,851.06",1106 ,0,,,,"$29.58 $1,181,851.06","$1,181,851.06",$29.58,$29.58,"$1,181,851.06",39954.39689,,Ebensburg College Plz 881 Hills Plz ,Ebensburg College Plz 881 Hills Plz ,
517,Munhall 3408 Main St ,$23.71,"$1,175,048.29 ",49559.18558,271 ,0,,"271 Munhall 3408 Main St 49,556 $23.71 $1,175,048.29 ",271 ,"271 Munhall 3408 Main St 49,556 $23.71 $1,175,048.29 ",271 ,0,,,,"$23.71 $1,175,048.29 ","$1,175,048.29 ",$23.71,$23.71,"$1,175,048.29 ",49559.18558,,Munhall 3408 Main St ,Munhall 3408 Main St ,
518,Greencastle Greencastle Market Pl Shopping Ctr 512 N Antrim Way ,$26.29,"$1,167,843.40",44421.58235,2803 ,0,,"2803 Greencastle Greencastle Market Pl Shopping Ctr 512 N Antrim Way 44,422 $26.29 $1,167,843.40",2803 ,"2803 Greencastle Greencastle Market Pl Shopping Ctr 512 N Antrim Way 44,422 $26.29 $1,167,843.40",2803 ,0,,,,"$26.29 $1,167,843.40","$1,167,843.40",$26.29,$26.29,"$1,167,843.40",44421.58235,,Greencastle Greencastle Market Pl Shopping Ctr 512 N Antrim Way ,Greencastle Greencastle Market Pl Shopping Ctr 512 N Antrim Way ,
519,Cresco 1152 Rte 390 ,$28.01,"$1,154,208.38",41207.01107,4503 ,0,,"4503 Cresco 1152 Rte 390 41,202 $28.01 $1,154,208.38",4503 ,"4503 Cresco 1152 Rte 390 41,202 $28.01 $1,154,208.38",4503 ,0,,,,"$28.01 $1,154,208.38","$1,154,208.38",$28.01,$28.01,"$1,154,208.38",41207.01107,,Cresco 1152 Rte 390 ,Cresco 1152 Rte 390 ,
520,New Castle Lawrence Village Plz 2656 Ellwood Rd ,$24.34,"$1,151,249.66",47298.67132,3701 ,0,,"3701 New Castle Lawrence Village Plz 2656 Ellwood Rd 47,291 $24.34 $1,151,249.66",3701 ,"3701 New Castle Lawrence Village Plz 2656 Ellwood Rd 47,291 $24.34 $1,151,249.66",3701 ,0,,,,"$24.34 $1,151,249.66","$1,151,249.66",$24.34,$24.34,"$1,151,249.66",47298.67132,,New Castle Lawrence Village Plz 2656 Ellwood Rd ,New Castle Lawrence Village Plz 2656 Ellwood Rd ,
521,New Castle Westgate Shopping Ctr 2034 W State St ,$28.42,"$1,148,767.67",40421.10028,3707 ,0,,"3707 New Castle Westgate Shopping Ctr 2034 W State St 40,427 $28.42 $1,148,767.67",3707 ,"3707 New Castle Westgate Shopping Ctr 2034 W State St 40,427 $28.42 $1,148,767.67",3707 ,0,,,,"$28.42 $1,148,767.67","$1,148,767.67",$28.42,$28.42,"$1,148,767.67",40421.10028,,New Castle Westgate Shopping Ctr 2034 W State St ,New Castle Westgate Shopping Ctr 2034 W State St ,
522,Schwenksville 100 Main St ,$25.79,"$1,138,450.02",44143.07949,4616 ,0,,"4616 Schwenksville 100 Main St 44,147 $25.79 $1,138,450.02",4616 ,"4616 Schwenksville 100 Main St 44,147 $25.79 $1,138,450.02",4616 ,0,,,,"$25.79 $1,138,450.02","$1,138,450.02",$25.79,$25.79,"$1,138,450.02",44143.07949,,Schwenksville 100 Main St ,Schwenksville 100 Main St ,
523,Windber 1607 Jefferson Ave ,$32.93,"$1,122,226.83",34079.16277,5603 ,0,,"5603 Windber 1607 Jefferson Ave 34,077 $32.93 $1,122,226.83",5603 ,"5603 Windber 1607 Jefferson Ave 34,077 $32.93 $1,122,226.83",5603 ,0,,,,"$32.93 $1,122,226.83","$1,122,226.83",$32.93,$32.93,"$1,122,226.83",34079.16277,,Windber 1607 Jefferson Ave ,Windber 1607 Jefferson Ave ,
524,Mifflinburg 30 E Chestnut St ,$27.70,"$1,118,413.67",40375.94477,6002 ,0,,"6002 Mifflinburg 30 E Chestnut St 40,371 $27.70 $1,118,413.67",6002 ,"6002 Mifflinburg 30 E Chestnut St 40,371 $27.70 $1,118,413.67",6002 ,0,,,,"$27.70 $1,118,413.67","$1,118,413.67",$27.70,$27.70,"$1,118,413.67",40375.94477,,Mifflinburg 30 E Chestnut St ,Mifflinburg 30 E Chestnut St ,
525,Reading 537 Penn St ,$17.53,"$1,107,230.12",63162.01483,601 ,0,,"601 Reading 537 Penn St 63,147 $17.53 $1,107,230.12",601 ,"601 Reading 537 Penn St 63,147 $17.53 $1,107,230.12",601 ,0,,,,"$17.53 $1,107,230.12","$1,107,230.12",$17.53,$17.53,"$1,107,230.12",63162.01483,,Reading 537 Penn St ,Reading 537 Penn St ,
526,Mcdonald Mcdonald Shopping Plz 301 W Barr St ,$28.82,"$1,098,824.97",38127.16759,6305 ,0,,"6305 Mcdonald Mcdonald Shopping Plz 301 W Barr St 38,132 $28.82 $1,098,824.97",6305 ,"6305 Mcdonald Mcdonald Shopping Plz 301 W Barr St 38,132 $28.82 $1,098,824.97",6305 ,0,,,,"$28.82 $1,098,824.97","$1,098,824.97",$28.82,$28.82,"$1,098,824.97",38127.16759,,Mcdonald Mcdonald Shopping Plz 301 W Barr St ,Mcdonald Mcdonald Shopping Plz 301 W Barr St ,
527,Cranberry 17 Kimberly ,$23.22,"$1,098,436.25",47305.60939,6103 ,0,,"6103 Cranberry 17 Kimberly Ln, Unit 6 47,310 $23.22 $1,098,436.25",6103 ,"6103 Cranberry 17 Kimberly Ln, Unit 6 47,310 $23.22 $1,098,436.25",6103 ,0,,,,"$23.22 $1,098,436.25","$1,098,436.25",$23.22,$23.22,"$1,098,436.25",47305.60939,,Cranberry 17 Kimberly ,Cranberry 17 Kimberly ,
528,White Haven White Haven Shopping Ctr 501 Main St ,$29.25,"$1,090,759.93",37290.93778,4020 ,0,,"4020 White Haven White Haven Shopping Ctr 501 Main St 37,292 $29.25 $1,090,759.93",4020 ,"4020 White Haven White Haven Shopping Ctr 501 Main St 37,292 $29.25 $1,090,759.93",4020 ,0,,,,"$29.25 $1,090,759.93","$1,090,759.93",$29.25,$29.25,"$1,090,759.93",37290.93778,,White Haven White Haven Shopping Ctr 501 Main St ,White Haven White Haven Shopping Ctr 501 Main St ,
529,Pittsburgh 959 Liberty Ave ,$20.42,"$1,085,398.78",53153.71107,212 ,0,,"212 Pittsburgh 959 Liberty Ave 53,163 $20.42 $1,085,398.78",212 ,"212 Pittsburgh 959 Liberty Ave 53,163 $20.42 $1,085,398.78",212 ,0,,,,"$20.42 $1,085,398.78","$1,085,398.78",$20.42,$20.42,"$1,085,398.78",53153.71107,,Pittsburgh 959 Liberty Ave ,Pittsburgh 959 Liberty Ave ,
530,Mifflin P.O. Box 350 ,$26.41,"$1,066,758.09",40392.20333,3401 ,0,,"3401 Mifflin P.O. Box 350 40,398 $26.41 $1,066,758.09",3401 ,"3401 Mifflin P.O. Box 350 40,398 $26.41 $1,066,758.09",3401 ,0,,,,"$26.41 $1,066,758.09","$1,066,758.09",$26.41,$26.41,"$1,066,758.09",40392.20333,,Mifflin P.O. Box 350 ,Mifflin P.O. Box 350 ,
531,Philadelphia 1446 Point Breeze Ave ,$14.08,"$1,056,387.92",75027.55114,5129 ,0,,"5129 Philadelphia 1446 Point Breeze Ave 75,019 $14.08 $1,056,387.92",5129 ,"5129 Philadelphia 1446 Point Breeze Ave 75,019 $14.08 $1,056,387.92",5129 ,0,,,,"$14.08 $1,056,387.92","$1,056,387.92",$14.08,$14.08,"$1,056,387.92",75027.55114,,Philadelphia 1446 Point Breeze Ave ,Philadelphia 1446 Point Breeze Ave ,
532,Philadelphia 1913 Chestnut St ,$27.63,"$1,051,271.22",38048.18024,9113 ,0,,"9113 Philadelphia 1913 Chestnut St 38,042 $27.63 $1,051,271.22",9113 ,"9113 Philadelphia 1913 Chestnut St 38,042 $27.63 $1,051,271.22",9113 ,0,,,,"$27.63 $1,051,271.22","$1,051,271.22",$27.63,$27.63,"$1,051,271.22",38048.18024,,Philadelphia 1913 Chestnut St ,Philadelphia 1913 Chestnut St ,
533,Tyrone 1260 Pennsylvania Ave ,$23.66,"$1,030,010.39",43533.82883,704 ,0,,"704 Tyrone 1260 Pennsylvania Ave 43,541 $23.66 $1,030,010.39",704 ,"704 Tyrone 1260 Pennsylvania Ave 43,541 $23.66 $1,030,010.39",704 ,0,,,,"$23.66 $1,030,010.39","$1,030,010.39",$23.66,$23.66,"$1,030,010.39",43533.82883,,Tyrone 1260 Pennsylvania Ave ,Tyrone 1260 Pennsylvania Ave ,
534,S Williamsport 510 W Southern Ave ,$24.69,"$1,027,327.23",41609.04131,4109 ,0,,"4109 S Williamsport 510 W Southern Ave 41,608 $24.69 $1,027,327.23",4109 ,"4109 S Williamsport 510 W Southern Ave 41,608 $24.69 $1,027,327.23",4109 ,0,,,,"$24.69 $1,027,327.23","$1,027,327.23",$24.69,$24.69,"$1,027,327.23",41609.04131,,S Williamsport 510 W Southern Ave ,S Williamsport 510 W Southern Ave ,
535,Johnstown 426 Main St ,$22.77,"$1,020,701.51",44826.59245,1101 ,0,,"1101 Johnstown 426 Main St 44,817 $22.77 $1,020,701.51",1101 ,"1101 Johnstown 426 Main St 44,817 $22.77 $1,020,701.51",1101 ,0,,,,"$22.77 $1,020,701.51","$1,020,701.51",$22.77,$22.77,"$1,020,701.51",44826.59245,,Johnstown 426 Main St ,Johnstown 426 Main St ,
536,Brodheadsville Kinsley Plz 107 Kinsley ,$25.39,"$992,277.34",39081.4234,4511 ,0,,"4511 Brodheadsville Kinsley Plz 107 Kinsley Dr, Ste 104 39,083 $25.39 $992,277.34",4511 ,"4511 Brodheadsville Kinsley Plz 107 Kinsley Dr, Ste 104 39,083 $25.39 $992,277.34",4511 ,0,,,,"$25.39 $992,277.34","$992,277.34",$25.39,$25.39,"$992,277.34",39081.4234,,Brodheadsville Kinsley Plz 107 Kinsley ,Brodheadsville Kinsley Plz 107 Kinsley ,
537,Butler Pullman Sq Shopping Ctr 180 Pullman ,$22.42,"$972,941.97",43396.1628,1001 ,0,,"1001 Butler Pullman Sq Shopping Ctr 180 Pullman Sq, Box 15 43,393 $22.42 $972,941.97",1001 ,"1001 Butler Pullman Sq Shopping Ctr 180 Pullman Sq, Box 15 43,393 $22.42 $972,941.97",1001 ,0,,,,"$22.42 $972,941.97","$972,941.97",$22.42,$22.42,"$972,941.97",43396.1628,,Butler Pullman Sq Shopping Ctr 180 Pullman ,Butler Pullman Sq Shopping Ctr 180 Pullman ,
538,Cresson 101 Park Ave ,$25.85,"$958,467.31",37078.03907,1104 ,0,,"1104 Cresson 101 Park Ave 37,079 $25.85 $958,467.31",1104 ,"1104 Cresson 101 Park Ave 37,079 $25.85 $958,467.31",1104 ,0,,,,"$25.85 $958,467.31","$958,467.31",$25.85,$25.85,"$958,467.31",37078.03907,,Cresson 101 Park Ave ,Cresson 101 Park Ave ,
539,Ottsville 8794 Easton ,$33.63,"$954,272.76",28375.63961,903 ,0,,"903 Ottsville 8794 Easton Rd, Ste 1 28,377 $33.63 $954,272.76",903 ,"903 Ottsville 8794 Easton Rd, Ste 1 28,377 $33.63 $954,272.76",903 ,0,,,,"$33.63 $954,272.76","$954,272.76",$33.63,$33.63,"$954,272.76",28375.63961,,Ottsville 8794 Easton ,Ottsville 8794 Easton ,
540,Brookville 160 Main St ,$28.97,"$951,844.45",32856.2116,3301 ,0,,"3301 Brookville 160 Main St 32,855 $28.97 $951,844.45",3301 ,"3301 Brookville 160 Main St 32,855 $28.97 $951,844.45",3301 ,0,,,,"$28.97 $951,844.45","$951,844.45",$28.97,$28.97,"$951,844.45",32856.2116,,Brookville 160 Main St ,Brookville 160 Main St ,
541,Coudersport 151 Rte 6 W ,$29.10,"$945,953.79",32507.00309,5301 ,0,,"5301 Coudersport 151 Rte 6 W 32,502 $29.10 $945,953.79",5301 ,"5301 Coudersport 151 Rte 6 W 32,502 $29.10 $945,953.79",5301 ,0,,,,"$29.10 $945,953.79","$945,953.79",$29.10,$29.10,"$945,953.79",32507.00309,,Coudersport 151 Rte 6 W ,Coudersport 151 Rte 6 W ,
542,Northern Cambria 910 Philadelphia ,$33.77,"$927,218.35",27456.86556,1103 ,0,,"1103 Northern Cambria 910 Philadelphia Ave, Ste 1 27,460 $33.77 $927,218.35",1103 ,"1103 Northern Cambria 910 Philadelphia Ave, Ste 1 27,460 $33.77 $927,218.35",1103 ,0,,,,"$33.77 $927,218.35","$927,218.35",$33.77,$33.77,"$927,218.35",27456.86556,,Northern Cambria 910 Philadelphia ,Northern Cambria 910 Philadelphia ,
543,Linesville 211 E Erie St ,$36.09,"$887,983.56",24604.69825,2004 ,0,,"2004 Linesville 211 E Erie St 24,607 $36.09 $887,983.56",2004 ,"2004 Linesville 211 E Erie St 24,607 $36.09 $887,983.56",2004 ,0,,,,"$36.09 $887,983.56","$887,983.56",$36.09,$36.09,"$887,983.56",24604.69825,,Linesville 211 E Erie St ,Linesville 211 E Erie St ,
544,Pine Grove 16 Tremont Rd ,$30.81,"$866,322.09",28118.2113,5413 ,0,,"5413 Pine Grove 16 Tremont Rd 28,118 $30.81 $866,322.09",5413 ,"5413 Pine Grove 16 Tremont Rd 28,118 $30.81 $866,322.09",5413 ,0,,,,"$30.81 $866,322.09","$866,322.09",$30.81,$30.81,"$866,322.09",28118.2113,,Pine Grove 16 Tremont Rd ,Pine Grove 16 Tremont Rd ,
545,Latrobe 313 Depot St ,$33.13,"$865,173.76",26114.51132,6502 ,0,,"6502 Latrobe 313 Depot St 26,111 $33.13 $865,173.76",6502 ,"6502 Latrobe 313 Depot St 26,111 $33.13 $865,173.76",6502 ,0,,,,"$33.13 $865,173.76","$865,173.76",$33.13,$33.13,"$865,173.76",26114.51132,,Latrobe 313 Depot St ,Latrobe 313 Depot St ,
546,Carmichaels Brodak Commons 554 S 88 Rd ,$26.38,"$845,807.55",32062.45451,3002 ,0,,"3002 Carmichaels Brodak Commons 554 S 88 Rd 32,059 $26.38 $845,807.55",3002 ,"3002 Carmichaels Brodak Commons 554 S 88 Rd 32,059 $26.38 $845,807.55",3002 ,0,,,,"$26.38 $845,807.55","$845,807.55",$26.38,$26.38,"$845,807.55",32062.45451,,Carmichaels Brodak Commons 554 S 88 Rd ,Carmichaels Brodak Commons 554 S 88 Rd ,
547,Stroudsburg 761 Main St ,$40.07,"$804,254.42",20071.23584,4504 ,0,,"4504 Stroudsburg 761 Main St 20,073 $40.07 $804,254.42",4504 ,"4504 Stroudsburg 761 Main St 20,073 $40.07 $804,254.42",4504 ,0,,,,"$40.07 $804,254.42","$804,254.42",$40.07,$40.07,"$804,254.42",20071.23584,,Stroudsburg 761 Main St ,Stroudsburg 761 Main St ,
548,Dushore 121 W Main St ,$28.60,"$772,088.09",26996.08706,5701 ,0,,"5701 Dushore 121 W Main St 27,000 $28.60 $772,088.09",5701 ,"5701 Dushore 121 W Main St 27,000 $28.60 $772,088.09",5701 ,0,,,,"$28.60 $772,088.09","$772,088.09",$28.60,$28.60,"$772,088.09",26996.08706,,Dushore 121 W Main St ,Dushore 121 W Main St ,
549,Philadelphia 4346 Frankford Ave ,$15.14,"$766,537.36",50629.94452,5102 ,0,,"5102 Philadelphia 4346 Frankford Ave 50,619 $15.14 $766,537.36",5102 ,"5102 Philadelphia 4346 Frankford Ave 50,619 $15.14 $766,537.36",5102 ,0,,,,"$15.14 $766,537.36","$766,537.36",$15.14,$15.14,"$766,537.36",50629.94452,,Philadelphia 4346 Frankford Ave ,Philadelphia 4346 Frankford Ave ,
550,Johnstown 20th Ward Shopping Ctr 358 N Sheridan St ,$22.41,"$764,203.94",34101.02365,1115 ,0,,"1115 Johnstown 20th Ward Shopping Ctr 358 N Sheridan St 34,094 $22.41 $764,203.94",1115 ,"1115 Johnstown 20th Ward Shopping Ctr 358 N Sheridan St 34,094 $22.41 $764,203.94",1115 ,0,,,,"$22.41 $764,203.94","$764,203.94",$22.41,$22.41,"$764,203.94",34101.02365,,Johnstown 20th Ward Shopping Ctr 358 N Sheridan St ,Johnstown 20th Ward Shopping Ctr 358 N Sheridan St ,
551,Norristown 504 W Marshall St ,$19.46,"$763,937.76",39256.8222,4618 ,0,,"4618 Norristown 504 W Marshall St 39,266 $19.46 $763,937.76",4618 ,"4618 Norristown 504 W Marshall St 39,266 $19.46 $763,937.76",4618 ,0,,,,"$19.46 $763,937.76","$763,937.76",$19.46,$19.46,"$763,937.76",39256.8222,,Norristown 504 W Marshall St ,Norristown 504 W Marshall St ,
552,Bridgeport 24 E 4th St ,$27.50,"$750,691.19",27297.86145,4619 ,0,,"4619 Bridgeport 24 E 4th St 27,302 $27.50 $750,691.19",4619 ,"4619 Bridgeport 24 E 4th St 27,302 $27.50 $750,691.19",4619 ,0,,,,"$27.50 $750,691.19","$750,691.19",$27.50,$27.50,"$750,691.19",27297.86145,,Bridgeport 24 E 4th St ,Bridgeport 24 E 4th St ,
553,Philadelphia 1111 Locust St ,$34.55,"$745,155.42",21567.45065,5148 ,0,,"5148 Philadelphia 1111 Locust St 21,570 $34.55 $745,155.42",5148 ,"5148 Philadelphia 1111 Locust St 21,570 $34.55 $745,155.42",5148 ,0,,,,"$34.55 $745,155.42","$745,155.42",$34.55,$34.55,"$745,155.42",21567.45065,,Philadelphia 1111 Locust St ,Philadelphia 1111 Locust St ,
554,Harrisburg 1200 N 3rd St ,$18.11,"$739,636.24",40841.3164,2202 ,0,,"2202 Harrisburg 1200 N 3rd St 40,835 $18.11 $739,636.24",2202 ,"2202 Harrisburg 1200 N 3rd St 40,835 $18.11 $739,636.24",2202 ,0,,,,"$18.11 $739,636.24","$739,636.24",$18.11,$18.11,"$739,636.24",40841.3164,,Harrisburg 1200 N 3rd St ,Harrisburg 1200 N 3rd St ,
555,Palmerton 221 Delaware Ave ,$26.77,"$717,126.32",26788.43183,1303 ,0,,"1303 Palmerton 221 Delaware Ave 26,791 $26.77 $717,126.32",1303 ,"1303 Palmerton 221 Delaware Ave 26,791 $26.77 $717,126.32",1303 ,0,,,,"$26.77 $717,126.32","$717,126.32",$26.77,$26.77,"$717,126.32",26788.43183,,Palmerton 221 Delaware Ave ,Palmerton 221 Delaware Ave ,
556,"Lancaster The Shoppes At Landis Valley 2347 Oregon Pike, ",$31.05,"$705,396.42",22718.08116,3621 ,0,,"3621 Lancaster The Shoppes At Landis Valley 2347 Oregon Pike, Ste 105 22,717 $31.05 $705,396.42",3621 ,"3621 Lancaster The Shoppes At Landis Valley 2347 Oregon Pike, Ste 105 22,717 $31.05 $705,396.42",3621 ,0,,,,"$31.05 $705,396.42","$705,396.42",$31.05,$31.05,"$705,396.42",22718.08116,,"Lancaster The Shoppes At Landis Valley 2347 Oregon Pike, ","Lancaster The Shoppes At Landis Valley 2347 Oregon Pike, ",
557,Lykens 529 S Market St ,$31.45,"$700,045.66",22259.0035,2205 ,0,,"2205 Lykens 529 S Market St 22,257 $31.45 $700,045.66",2205 ,"2205 Lykens 529 S Market St 22,257 $31.45 $700,045.66",2205 ,0,,,,"$31.45 $700,045.66","$700,045.66",$31.45,$31.45,"$700,045.66",22259.0035,,Lykens 529 S Market St ,Lykens 529 S Market St ,
558,Chester 2709 W 9th St ,$17.88,"$699,513.63",39122.68624,2318 ,0,,"2318 Chester 2709 W 9th St 39,127 $17.88 $699,513.63",2318 ,"2318 Chester 2709 W 9th St 39,127 $17.88 $699,513.63",2318 ,0,,,,"$17.88 $699,513.63","$699,513.63",$17.88,$17.88,"$699,513.63",39122.68624,,Chester 2709 W 9th St ,Chester 2709 W 9th St ,
559,Monessen 925 Donner Ave ,$32.74,"$682,305.79",20840.12798,6503 ,0,,"6503 Monessen 925 Donner Ave 20,843 $32.74 $682,305.79",6503 ,"6503 Monessen 925 Donner Ave 20,843 $32.74 $682,305.79",6503 ,0,,,,"$32.74 $682,305.79","$682,305.79",$32.74,$32.74,"$682,305.79",20840.12798,,Monessen 925 Donner Ave ,Monessen 925 Donner Ave ,
560,Kane 124 Fraley St ,$32.87,"$669,241.59",20360.25525,4202 ,0,,"4202 Kane 124 Fraley St 20,360 $32.87 $669,241.59",4202 ,"4202 Kane 124 Fraley St 20,360 $32.87 $669,241.59",4202 ,0,,,,"$32.87 $669,241.59","$669,241.59",$32.87,$32.87,"$669,241.59",20360.25525,,Kane 124 Fraley St ,Kane 124 Fraley St ,
561,Pittsburgh 3643 California Ave ,$21.11,"$665,100.17",31506.40313,270 ,0,,"270 Pittsburgh 3643 California Ave 31,507 $21.11 $665,100.17",270 ,"270 Pittsburgh 3643 California Ave 31,507 $21.11 $665,100.17",270 ,0,,,,"$21.11 $665,100.17","$665,100.17",$21.11,$21.11,"$665,100.17",31506.40313,,Pittsburgh 3643 California Ave ,Pittsburgh 3643 California Ave ,
562,Ridgway 305 N Broad St ,$33.20,"$659,851.72",19875.05181,2401 ,0,,"2401 Ridgway 305 N Broad St 19,875 $33.20 $659,851.72",2401 ,"2401 Ridgway 305 N Broad St 19,875 $33.20 $659,851.72",2401 ,0,,,,"$33.20 $659,851.72","$659,851.72",$33.20,$33.20,"$659,851.72",19875.05181,,Ridgway 305 N Broad St ,Ridgway 305 N Broad St ,
563,Wyalusing 41871 Rte 6 ,$30.65,"$651,361.11",21251.58597,804 ,0,,"804 Wyalusing 41871 Rte 6 21,253 $30.65 $651,361.11",804 ,"804 Wyalusing 41871 Rte 6 21,253 $30.65 $651,361.11",804 ,0,,,,"$30.65 $651,361.11","$651,361.11",$30.65,$30.65,"$651,361.11",21251.58597,,Wyalusing 41871 Rte 6 ,Wyalusing 41871 Rte 6 ,
564,Kittanning 137 S Jefferson St ,$39.28,"$645,315.74",16428.60845,302 ,0,,"302 Kittanning 137 S Jefferson St 16,429 $39.28 $645,315.74",302 ,"302 Kittanning 137 S Jefferson St 16,429 $39.28 $645,315.74",302 ,0,,,,"$39.28 $645,315.74","$645,315.74",$39.28,$39.28,"$645,315.74",16428.60845,,Kittanning 137 S Jefferson St ,Kittanning 137 S Jefferson St ,
565,Bellefonte Weis Market Shopping Ctr 178 Buckaroo Ln ,$30.34,"$631,035.39",20798.79334,1407 ,0,,"1407 Bellefonte Weis Market Shopping Ctr 178 Buckaroo Ln 20,801 $30.34 $631,035.39",1407 ,"1407 Bellefonte Weis Market Shopping Ctr 178 Buckaroo Ln 20,801 $30.34 $631,035.39",1407 ,0,,,,"$30.34 $631,035.39","$631,035.39",$30.34,$30.34,"$631,035.39",20798.79334,,Bellefonte Weis Market Shopping Ctr 178 Buckaroo Ln ,Bellefonte Weis Market Shopping Ctr 178 Buckaroo Ln ,
566,Hatboro 225 N York Rd ,$26.61,"$629,361.83",23651.3277,4612 ,0,,"4612 Hatboro 225 N York Rd 23,648 $26.61 $629,361.83",4612 ,"4612 Hatboro 225 N York Rd 23,648 $26.61 $629,361.83",4612 ,0,,,,"$26.61 $629,361.83","$629,361.83",$26.61,$26.61,"$629,361.83",23651.3277,,Hatboro 225 N York Rd ,Hatboro 225 N York Rd ,
